,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
20,2023-10-23,178.38115222950833,171.79367499698841,183.82650302522237,178.38115222950833,178.38115222950833,-0.8164784817725181,-0.8164784817725181,-0.8164784817725181,-0.8164784817725181,-0.8164784817725181,-0.8164784817725181,0.0,0.0,0.0,177.5646737477358
21,2023-10-24,178.67527480825538,172.16984822569972,183.90171065677893,178.67527480825538,178.67527480825538,-0.9413880343407415,-0.9413880343407415,-0.9413880343407415,-0.9413880343407415,-0.9413880343407415,-0.9413880343407415,0.0,0.0,0.0,177.73388677391463
22,2023-10-25,178.96939738700243,172.2126806504624,183.8945791495746,178.96939738700243,178.96939738700243,-0.9670618611342235,-0.9670618611342235,-0.9670618611342235,-0.9670618611342235,-0.9670618611342235,-0.9670618611342235,0.0,0.0,0.0,178.0023355258682
23,2023-10-26,179.2635199657495,172.35599747702446,184.34494160815902,179.2635199657495,179.2635199657495,-0.9233588977203786,-0.9233588977203786,-0.9233588977203786,-0.9233588977203786,-0.9233588977203786,-0.9233588977203786,0.0,0.0,0.0,178.34016106802912
24,2023-10-27,179.55764254449653,173.58324430784273,185.17650567130195,179.55764254449653,179.55764254449653,-0.5093569928294938,-0.5093569928294938,-0.5093569928294938,-0.5093569928294938,-0.5093569928294938,-0.5093569928294938,0.0,0.0,0.0,179.04828555166705
25,2023-10-30,180.46179893641,173.78644056602218,185.51213094812564,180.46179893641,180.46179893641,-0.8164784817743642,-0.8164784817743642,-0.8164784817743642,-0.8164784817743642,-0.8164784817743642,-0.8164784817743642,0.0,0.0,0.0,179.64532045463562
26,2023-10-31,180.76318440038114,174.02010945379948,185.72512412227414,180.76318440038114,180.76318440038114,-0.9413880343407157,-0.9413880343407157,-0.9413880343407157,-0.9413880343407157,-0.9413880343407157,-0.9413880343407157,0.0,0.0,0.0,179.82179636604042
27,2023-11-01,181.06456986435228,174.41289824688866,186.01583699761855,181.06456986435228,181.06456986435228,-0.9670618611336155,-0.9670618611336155,-0.9670618611336155,-0.9670618611336155,-0.9670618611336155,-0.9670618611336155,0.0,0.0,0.0,180.09750800321865
28,2023-11-02,181.36595532832342,174.29152525696077,186.8431965654301,181.36595532832342,181.36595532832342,-0.9233588977223833,-0.9233588977223833,-0.9233588977223833,-0.9233588977223833,-0.9233588977223833,-0.9233588977223833,0.0,0.0,0.0,180.44259643060104
29,2023-11-03,181.66734079229457,175.44781552776388,186.26591376619857,181.66734079229457,181.66734079229457,-0.509356992827458,-0.509356992827458,-0.509356992827458,-0.509356992827458,-0.509356992827458,-0.509356992827458,0.0,0.0,0.0,181.1579837994671
30,2023-11-06,182.57149718420803,176.09445251399126,187.33967959723884,182.57149718420803,182.57149718420803,-0.8164784817748231,-0.8164784817748231,-0.8164784817748231,-0.8164784817748231,-0.8164784817748231,-0.8164784817748231,0.0,0.0,0.0,181.7550187024332
31,2023-11-07,182.87288264817917,176.08222903243689,187.99698526250606,182.87288264817917,182.87288264817917,-0.9413880343401878,-0.9413880343401878,-0.9413880343401878,-0.9413880343401878,-0.9413880343401878,-0.9413880343401878,0.0,0.0,0.0,181.931494613839
32,2023-11-08,183.17426811215032,176.36178142996926,188.28985128612544,183.17426811215032,183.17426811215032,-0.9670618611339729,-0.9670618611339729,-0.9670618611339729,-0.9670618611339729,-0.9670618611339729,-0.9670618611339729,0.0,0.0,0.0,182.20720625101634
33,2023-11-09,183.4756536086956,176.50942939598787,188.12571282184078,183.4756536086956,183.4756536086956,-0.9233588977198798,-0.9233588977198798,-0.9233588977198798,-0.9233588977198798,-0.9233588977198798,-0.9233588977198798,0.0,0.0,0.0,182.55229471097573
34,2023-11-10,183.7770391052409,177.62869435608079,189.26806118407856,183.7770391052409,183.7770391052409,-0.5093569928254225,-0.5093569928254225,-0.5093569928254225,-0.5093569928254225,-0.5093569928254225,-0.5093569928254225,0.0,0.0,0.0,183.26768211241549
35,2023-11-13,184.6811955948768,177.82528845551482,189.9897212720783,184.6811955948768,184.6811955948768,-0.8164784817780565,-0.8164784817780565,-0.8164784817780565,-0.8164784817780565,-0.8164784817780565,-0.8164784817780565,0.0,0.0,0.0,183.86471711309875
36,2023-11-14,184.9825810914221,178.55245677941278,190.1866019316723,184.9825810914221,184.9825810914221,-0.9413880343396599,-0.9413880343396599,-0.9413880343396599,-0.9413880343396599,-0.9413880343396599,-0.9413880343396599,0.0,0.0,0.0,184.04119305708244
37,2023-11-15,185.2839665879674,178.86746630112432,190.06235599649554,185.2839665879674,185.2839665879674,-0.9670618611339328,-0.9670618611339328,-0.9670618611339328,-0.9670618611339328,-0.9670618611339328,-0.9670618611339328,0.0,0.0,0.0,184.31690472683346
38,2023-11-16,185.5853520845127,179.02573225516488,190.5768427036811,185.5853520845127,185.5853520845127,-0.9233588977205125,-0.9233588977205125,-0.9233588977205125,-0.9233588977205125,-0.9233588977205125,-0.9233588977205125,0.0,0.0,0.0,184.6619931867922
39,2023-11-17,185.886737581058,179.33162273893745,190.79678062254547,185.886737581058,185.886737581058,-0.5093569928253762,-0.5093569928253762,-0.5093569928253762,-0.5093569928253762,-0.5093569928253762,-0.5093569928253762,0.0,0.0,0.0,185.3773805882326
40,2023-11-20,186.79089407069387,179.86955329020384,192.4308887946043,186.79089407069387,186.79089407069387,-0.816478481770087,-0.816478481770087,-0.816478481770087,-0.816478481770087,-0.816478481770087,-0.816478481770087,0.0,0.0,0.0,185.9744155889238
41,2023-11-21,187.09227953953257,180.00678975663496,191.96237052130445,187.09227953953257,187.09227953953257,-0.9413880343391325,-0.9413880343391325,-0.9413880343391325,-0.9413880343391325,-0.9413880343391325,-0.9413880343391325,0.0,0.0,0.0,186.15089150519344
42,2023-11-22,187.39366500837122,180.55215800702564,191.95669652763868,187.39366500837122,187.39366500837122,-0.9670618611338074,-0.9670618611338074,-0.9670618611338074,-0.9670618611338074,-0.9670618611338074,-0.9670618611338074,0.0,0.0,0.0,186.42660314723742
43,2023-11-24,187.99643594604856,181.5522321507288,193.11863881175796,187.99643594604856,187.99643594604856,-0.509356992821351,-0.509356992821351,-0.509356992821351,-0.509356992821351,-0.509356992821351,-0.509356992821351,0.0,0.0,0.0,187.4870789532272
44,2023-11-27,188.9005923525646,182.1075454077255,194.3005767563241,188.9005923525646,188.9005923525646,-0.816478481771933,-0.816478481771933,-0.816478481771933,-0.816478481771933,-0.816478481771933,-0.816478481771933,0.0,0.0,0.0,188.08411387079266
45,2023-11-28,189.2019778214033,182.05609151586293,194.34974370897487,189.2019778214033,189.2019778214033,-0.9413880343391063,-0.9413880343391063,-0.9413880343391063,-0.9413880343391063,-0.9413880343391063,-0.9413880343391063,0.0,0.0,0.0,188.2605897870642
46,2023-11-29,189.50336329024194,182.51612919038737,194.53570073445596,189.50336329024194,189.50336329024194,-0.9670618611336822,-0.9670618611336822,-0.9670618611336822,-0.9670618611336822,-0.9670618611336822,-0.9670618611336822,0.0,0.0,0.0,188.53630142910825
